symbol,tp_atr,sl_atr,conf_floor,trades,win_rate,profit_factor,expectancy_atr,total_return_percent
BTCUSDT,2.5,1.0,0.36,958,0.3372,0.5683799045915883,-0.5354,-276.02
BTCUSDT,2.5,1.0,0.4,517,0.3424,0.5376977664109214,-0.6958,-164.09
BTCUSDT,2.5,1.0,0.44,293,0.3823,0.5185776612270213,-0.768,-107.87
BTCUSDT,2.5,1.0,0.48,138,0.3478,0.34419218626856163,-1.362,-83.46
BTCUSDT,2.5,1.0,0.52,60,0.3667,0.253893408288103,-2.949,-56.59
BTCUSDT,2.5,1.0,0.56,22,0.2727,0.2051234602371656,-3.3266,-23.15
BTCUSDT,3.0,1.0,0.36,141,0.4184,0.5288931379193876,-0.9896,-54.72
BTCUSDT,3.0,1.0,0.4,63,0.381,0.32466627807264353,-2.8242,-52.54
BTCUSDT,3.0,1.0,0.44,28,0.25,0.08755015508575323,-5.8745,-52.24
BTCUSDT,3.0,1.0,0.48,13,0.2308,0.08449387637892293,-10.7237,-34.62
BTCUSDT,3.0,1.0,0.52,1,0.0,0.0,-9.6442,-4.08
BTCUSDT,3.0,1.0,0.56,0,0.0,,0.0,0.0
BTCUSDT,3.0,1.5,0.36,402,0.398,0.5970524350720139,-0.6684,-139.38
BTCUSDT,3.0,1.5,0.4,230,0.4957,0.7317227867627684,-0.5298,-49.76
BTCUSDT,3.0,1.5,0.44,129,0.4496,0.4890615540564395,-1.2234,-61.76
BTCUSDT,3.0,1.5,0.48,62,0.4355,0.3924088273487473,-2.324,-43.62
BTCUSDT,3.0,1.5,0.52,33,0.3333,0.2294996598231748,-3.9385,-37.96
BTCUSDT,3.0,1.5,0.56,13,0.2308,0.09496616335253977,-11.2812,-36.59
BTCUSDT,4.0,1.5,0.36,103,0.3981,0.39140849819079543,-1.6909,-88.81
BTCUSDT,4.0,1.5,0.4,49,0.3878,0.46073285355820076,-2.3385,-29.62
BTCUSDT,4.0,1.5,0.44,25,0.28,0.12568920307451564,-7.1763,-54.04
BTCUSDT,4.0,1.5,0.48,12,0.25,0.09835021737643311,-11.4047,-34.69
BTCUSDT,4.0,1.5,0.52,1,1.0,,0.1076,0.05
BTCUSDT,4.0,1.5,0.56,0,0.0,,0.0,0.0
CAKEUSDT,1.5,1.0,0.36,2149,0.4174,0.677953413575729,-0.2999,-569.84
CAKEUSDT,1.5,1.0,0.4,2025,0.4188,0.6627504702916724,-0.3018,-563.93
CAKEUSDT,1.5,1.0,0.44,766,0.4373,0.5576325379043924,-0.4729,-329.29
CAKEUSDT,1.5,1.0,0.48,258,0.5,0.453847883155311,-0.7389,-194.39
CAKEUSDT,1.5,1.0,0.52,96,0.4583,0.2095326142597482,-1.3535,-158.72
CAKEUSDT,1.5,1.0,0.56,32,0.3125,0.171190984877316,-2.6809,-120.18
CAKEUSDT,2.0,1.0,0.36,906,0.3885,0.6623402622496692,-0.36,-299.05
CAKEUSDT,2.0,1.0,0.4,295,0.4271,0.46721838278971756,-0.7701,-229.34
CAKEUSDT,2.0,1.0,0.44,101,0.4554,0.37547311930877225,-1.3348,-124.94
CAKEUSDT,2.0,1.0,0.48,34,0.4118,0.32211777880953557,-1.4766,-51.3
CAKEUSDT,2.0,1.0,0.52,8,0.125,0.17718227946089254,-2.1768,-18.19
CAKEUSDT,2.0,1.0,0.56,1,0.0,0.0,-20.3506,-24.14
CAKEUSDT,2.0,1.5,0.36,1289,0.4593,0.8214103983535556,-0.2155,-239.72
CAKEUSDT,2.0,1.5,0.4,1217,0.4741,0.8478910350821608,-0.1946,-189.06
CAKEUSDT,2.0,1.5,0.44,777,0.4646,0.7527345052363497,-0.3539,-211.37
CAKEUSDT,2.0,1.5,0.48,289,0.4983,0.6093394678319256,-0.7228,-161.0
CAKEUSDT,2.0,1.5,0.52,94,0.5638,0.6027089356088785,-1.0332,-62.45
CAKEUSDT,2.0,1.5,0.56,31,0.5161,0.44313977775125174,-1.4224,-35.1
CAKEUSDT,2.5,1.0,0.36,786,0.3651,0.7137734540844903,-0.3264,-238.02
CAKEUSDT,2.5,1.0,0.4,273,0.3993,0.5202163229504836,-0.7412,-203.81
CAKEUSDT,2.5,1.0,0.44,94,0.3936,0.4036267690472126,-1.3724,-116.99
CAKEUSDT,2.5,1.0,0.48,33,0.3636,0.390404671792068,-1.5668,-47.48
CAKEUSDT,2.5,1.0,0.52,8,0.125,0.2243048405319274,-2.1143,-17.15
CAKEUSDT,2.5,1.0,0.56,1,0.0,0.0,-20.3506,-24.14
CAKEUSDT,3.0,1.0,0.36,37,0.4054,0.6320982753912482,-0.7333,-20.45
CAKEUSDT,3.0,1.0,0.4,8,0.25,0.05561776483507177,-2.2414,-33.68
CAKEUSDT,3.0,1.0,0.44,2,0.0,0.0,-6.0502,-14.53
CAKEUSDT,3.0,1.0,0.48,1,0.0,0.0,-1.5004,-1.77
CAKEUSDT,3.0,1.5,0.36,247,0.4534,0.6693709148909212,-0.6323,-128.92
CAKEUSDT,3.0,1.5,0.4,92,0.4891,0.49550261129287076,-0.8526,-95.76
CAKEUSDT,3.0,1.5,0.44,32,0.5312,0.8721615447825674,-0.6114,-6.17
CAKEUSDT,3.0,1.5,0.48,11,0.5455,0.5168698041223586,-0.6551,-8.98
CAKEUSDT,3.0,1.5,0.52,4,0.25,0.06499809281244397,-4.2128,-19.69
CAKEUSDT,3.0,1.5,0.56,1,0.0,0.0,-0.737,-0.87
CAKEUSDT,4.0,1.5,0.36,26,0.3846,0.2724251552404323,-1.9022,-54.64
CAKEUSDT,4.0,1.5,0.4,10,0.5,0.22352788978198254,-0.8745,-20.89
CAKEUSDT,4.0,1.5,0.44,2,0.0,0.0,-6.0502,-14.53
CAKEUSDT,4.0,1.5,0.48,0,0.0,,0.0,0.0
DASHUSDT,1.5,1.0,0.36,2101,0.4431,0.8514803506562946,-0.1555,-369.43
DASHUSDT,1.5,1.0,0.4,1933,0.4459,0.8431507855058613,-0.1701,-365.01
DASHUSDT,1.5,1.0,0.44,748,0.4559,0.728290775376907,-0.2378,-323.9
DASHUSDT,1.5,1.0,0.48,261,0.4598,0.6346759186536081,-0.4618,-227.25
DASHUSDT,1.5,1.0,0.52,87,0.4483,0.6088800290531841,-0.4441,-108.72
DASHUSDT,1.5,1.0,0.56,115,,,,
DASHUSDT,2.0,1.0,0.36,794,0.4144,0.8076378438032137,-0.1998,-236.81
DASHUSDT,2.0,1.0,0.4,238,0.4496,0.6927478436298672,-0.2812,-162.94
DASHUSDT,2.0,1.0,0.44,84,0.4048,0.5183500216277994,-1.0006,-169.88
DASHUSDT,2.0,1.0,0.48,21,0.5238,0.5317876165491312,-0.5519,-58.94
DASHUSDT,2.0,1.0,0.52,36,,,,
DASHUSDT,2.0,1.0,0.56,4,0.75,9.993364456967488,1.2277,39.14
DASHUSDT,2.0,1.5,0.36,1227,0.4727,0.9818716009319025,-0.0814,-33.53
DASHUSDT,2.0,1.5,0.4,1131,0.4757,0.9492846573054244,-0.0981,-85.28
DASHUSDT,2.0,1.5,0.44,624,0.4808,0.7455500195808995,-0.2482,-308.51
DASHUSDT,2.0,1.5,0.48,225,0.4756,0.7224296318666452,-0.3523,-152.32
DASHUSDT,2.0,1.5,0.52,78,0.4872,0.5461141760271013,-0.6204,-143.47
DASHUSDT,2.0,1.5,0.56,17,0.5294,0.9496356032285919,-0.3085,-3.83
DASHUSDT,2.5,1.0,0.36,689,0.389,0.9198466730676543,-0.1218,-89.62
DASHUSDT,2.5,1.0,0.4,220,0.4136,0.7086824558166782,-0.2672,-162.01
DASHUSDT,2.5,1.0,0.44,77,0.3766,0.5084223932268028,-1.0963,-192.46
DASHUSDT,2.5,1.0,0.48,17,0.5294,0.708642029406382,-0.2738,-32.59
DASHUSDT,2.5,1.0,0.52,36,,,,
DASHUSDT,2.5,1.0,0.56,2,0.5,3.697621154004704,0.7657,17.91
DASHUSDT,3.0,1.0,0.36,69,,,,
DASHUSDT,3.0,1.0,0.4,5,0.2,0.46335773035402783,-1.5439,-17.49
DASHUSDT,3.0,1.0,0.44,0,0.0,,0.0,0.0
DASHUSDT,3.0,1.5,0.36,981,,,,
DASHUSDT,3.0,1.5,0.4,69,0.5217,0.8756673081494378,0.0785,-20.9
DASHUSDT,3.0,1.5,0.44,18,0.4444,0.42320369995425844,-4.5706,-79.12
DASHUSDT,3.0,1.5,0.48,3,0.0,0.0,-6.4586,-67.3
DASHUSDT,3.0,1.5,0.52,0,0.0,,0.0,0.0
DASHUSDT,4.0,1.5,0.36,15,0.4667,0.5819723227453184,-0.7497,-23.3
DASHUSDT,4.0,1.5,0.4,3,0.3333,0.6784515660538583,-1.8731,-8.03
DASHUSDT,4.0,1.5,0.44,0,0.0,,0.0,0.0
DOGEUSDT,1.5,1.0,0.36,2060,0.3971,0.6299076040149335,-0.3112,-696.95
DOGEUSDT,1.5,1.0,0.4,1926,0.405,0.6518890462008152,-0.3115,-605.57
DOGEUSDT,1.5,1.0,0.44,739,0.4344,0.6207041651201924,-0.339,-265.14
DOGEUSDT,1.5,1.0,0.48,257,0.4241,0.41593133307153807,-0.577,-186.0
DOGEUSDT,1.5,1.0,0.52,95,0.4421,0.25245179461683265,-1.2795,-139.27
DOGEUSDT,1.5,1.0,0.56,34,0.6471,0.44627217167305533,-1.1139,-33.38
DOGEUSDT,2.0,1.0,0.36,889,0.4061,0.7322407788974391,-0.2252,-227.98
DOGEUSDT,2.0,1.0,0.4,280,0.4214,0.5092546368039387,-0.4223,-170.72
DOGEUSDT,2.0,1.0,0.44,107,0.4299,0.4226749775959604,-0.7258,-97.05
DOGEUSDT,2.0,1.0,0.48,37,0.5405,0.4799187851222293,-1.4751,-41.6
DOGEUSDT,2.0,1.0,0.52,17,0.5882,0.6834236890233674,-0.263,-6.66
DOGEUSDT,2.0,1.0,0.56,3,0.6667,0.2083523117319673,-1.2782,-9.96
DOGEUSDT,2.0,1.5,0.36,1273,0.4533,0.8419774539095469,-0.2085,-214.92
DOGEUSDT,2.0,1.5,0.4,1213,0.4641,0.8446268840618236,-0.1902,-203.73
DOGEUSDT,2.0,1.5,0.44,725,0.5021,0.802790559852796,-0.1619,-157.79
DOGEUSDT,2.0,1.5,0.48,265,0.5057,0.6047301724707229,-0.3599,-136.07
DOGEUSDT,2.0,1.5,0.52,101,0.5149,0.5350703247763987,-0.8264,-74.48
DOGEUSDT,2.0,1.5,0.56,29,0.6207,0.5080904156083988,-1.2999,-31.78
DOGEUSDT,2.5,1.0,0.36,754,0.3833,0.7737761887307166,-0.1787,-182.79
DOGEUSDT,2.5,1.0,0.4,252,0.3968,0.5762409988674402,-0.3987,-146.67
DOGEUSDT,2.5,1.0,0.44,97,0.3918,0.4656244787754565,-0.749,-93.45
DOGEUSDT,2.5,1.0,0.48,35,0.5143,0.5686567981208174,-1.4701,-34.59
DOGEUSDT,2.5,1.0,0.52,17,0.5882,0.3480309269674813,-1.5521,-35.58
DOGEUSDT,2.5,1.0,0.56,3,0.6667,0.2757687480096161,-1.1117,-9.11
DOGEUSDT,3.0,1.0,0.36,36,0.4722,0.3666053517111185,-2.3346,-64.42
DOGEUSDT,3.0,1.0,0.4,16,0.625,0.616492993532654,-0.5057,-10.49
DOGEUSDT,3.0,1.0,0.44,6,0.5,1.4865067606986377,0.4713,2.2
DOGEUSDT,3.0,1.0,0.48,3,0.6667,2.45195939263233,0.7298,2.03
DOGEUSDT,3.0,1.0,0.52,0,0.0,,0.0,0.0
DOGEUSDT,3.0,1.5,0.36,253,0.4783,0.7510006592082957,-0.2714,-92.66
DOGEUSDT,3.0,1.5,0.4,108,0.5,0.6860617479461785,-0.3066,-51.1
DOGEUSDT,3.0,1.5,0.44,31,0.6129,1.9354647411715014,0.6469,21.03
DOGEUSDT,3.0,1.5,0.48,14,0.6429,0.34211524311100383,-2.4281,-28.91
DOGEUSDT,3.0,1.5,0.52,10,0.6,2.0235722599439727,0.8377,6.24
DOGEUSDT,3.0,1.5,0.56,3,0.3333,0.4992613157781194,-0.215,-1.84
DOGEUSDT,4.0,1.5,0.36,32,0.5,0.7893005276003573,-1.0605,-15.55
DOGEUSDT,4.0,1.5,0.4,12,0.5,0.5383695961428309,-0.8984,-13.41
DOGEUSDT,4.0,1.5,0.44,6,0.5,1.9519415194344296,0.916,4.74
DOGEUSDT,4.0,1.5,0.48,2,1.0,,2.405,4.91
DOGEUSDT,4.0,1.5,0.52,0,0.0,,0.0,0.0
DOTUSDT,1.5,1.0,0.36,2124,0.403,0.6540398414102332,-0.2873,-689.94
DOTUSDT,1.5,1.0,0.4,1993,0.4074,0.6523203885289106,-0.2935,-643.43
DOTUSDT,1.5,1.0,0.44,666,0.4354,0.6043209218475399,-0.4003,-285.2
DOTUSDT,1.5,1.0,0.48,175,0.4743,0.4927630127774336,-0.5741,-120.75
DOTUSDT,1.5,1.0,0.52,54,0.3889,0.1788374515339095,-2.6474,-165.44
DOTUSDT,1.5,1.0,0.56,16,0.5625,0.1776404698976004,-4.5163,-61.22
DOTUSDT,2.0,1.0,0.36,819,0.3932,0.7140168836553418,-0.2808,-241.98
DOTUSDT,2.0,1.0,0.4,218,0.445,0.49516128006491206,-0.5189,-166.06
DOTUSDT,2.0,1.0,0.44,58,0.4483,0.33415344368393196,-1.4591,-94.81
DOTUSDT,2.0,1.0,0.48,20,0.5,0.24297548945756373,-2.7619,-59.19
DOTUSDT,2.0,1.0,0.52,10,0.5,0.1336827572237582,-9.6015,-76.78
DOTUSDT,2.0,1.0,0.56,2,0.5,1.4082818502640333,0.6215,0.4
DOTUSDT,2.0,1.5,0.36,1254,0.4466,0.7987211642869639,-0.223,-289.91
DOTUSDT,2.0,1.5,0.4,1174,0.4429,0.7564943095176598,-0.2729,-340.97
DOTUSDT,2.0,1.5,0.44,657,0.4642,0.7362714798492993,-0.3034,-213.36
DOTUSDT,2.0,1.5,0.48,226,0.5442,0.6791995528952979,-0.3394,-105.96
DOTUSDT,2.0,1.5,0.52,66,0.5152,0.44436429142597494,-1.0926,-77.43
DOTUSDT,2.0,1.5,0.56,15,0.6667,0.7991208914782446,-2.511,-8.65
DOTUSDT,2.5,1.0,0.36,690,0.3754,0.8347512341229854,-0.186,-122.48
DOTUSDT,2.5,1.0,0.4,194,0.3969,0.4771968011478773,-0.715,-187.98
DOTUSDT,2.5,1.0,0.44,58,0.4138,0.2740288202438153,-1.7187,-136.73
DOTUSDT,2.5,1.0,0.48,20,0.5,0.32142649453574773,-2.5371,-53.05
DOTUSDT,2.5,1.0,0.52,10,0.5,0.17124125148658384,-9.4017,-73.45
DOTUSDT,2.5,1.0,0.56,2,0.5,1.9299986596279408,0.8712,0.92
DOTUSDT,3.0,1.0,0.36,31,0.4194,0.22583051644770002,-2.9386,-108.56
DOTUSDT,3.0,1.0,0.4,9,0.5556,0.5246551876289123,-3.5292,-17.38
DOTUSDT,3.0,1.0,0.44,3,0.6667,0.12092606688078215,-26.1586,-52.73
DOTUSDT,3.0,1.0,0.48,3,0.6667,163.64591492050644,1.8333,6.12
DOTUSDT,3.0,1.5,0.36,200,0.425,0.5669359294914819,-0.5415,-162.8
DOTUSDT,3.0,1.5,0.4,79,0.443,0.335426683552741,-1.6381,-152.48
DOTUSDT,3.0,1.5,0.44,24,0.5417,0.23861643670901134,-4.0196,-98.29
DOTUSDT,3.0,1.5,0.48,8,0.75,0.4771551800029396,-5.4057,-20.77
DOTUSDT,3.0,1.5,0.52,4,0.5,0.25595213567754366,-7.5267,-18.72
DOTUSDT,3.0,1.5,0.56,2,0.5,5.031226839272774,1.1314,2.24
DOTUSDT,4.0,1.5,0.36,23,0.5217,0.6216279299043298,-1.3138,-28.72
DOTUSDT,4.0,1.5,0.4,8,0.75,0.8440227524561196,-2.4361,-5.09
DOTUSDT,4.0,1.5,0.44,3,0.6667,0.16273145536206687,-25.4926,-50.22
DOTUSDT,4.0,1.5,0.48,2,1.0,,3.7751,8.37
ENAUSDT,1.5,1.0,0.36,2105,0.4019,0.7444707962938565,-0.2041,-687.5
ENAUSDT,1.5,1.0,0.4,1979,0.4083,0.7471232787712179,-0.2118,-639.71
ENAUSDT,1.5,1.0,0.44,679,0.4212,0.5632506468648172,-0.4412,-524.15
ENAUSDT,1.5,1.0,0.48,187,0.4599,0.5810149273791149,-0.5807,-174.8
ENAUSDT,1.5,1.0,0.52,62,0.4839,0.59198049266893,-0.5559,-59.23
ENAUSDT,1.5,1.0,0.56,25,0.48,0.14642879237561887,-3.8475,-208.78
ENAUSDT,2.0,1.0,0.36,715,0.3692,0.5941933315893119,-0.4045,-509.12
ENAUSDT,2.0,1.0,0.4,184,0.5109,0.8896658137357549,-0.3414,-41.3
ENAUSDT,2.0,1.0,0.44,63,0.4921,0.46831346713418326,-1.9632,-135.54
ENAUSDT,2.0,1.0,0.48,20,0.5,0.26800303557825206,-2.8048,-118.32
ENAUSDT,2.0,1.0,0.52,5,0.6,0.5850988078076785,-2.3158,-13.53
ENAUSDT,2.0,1.0,0.56,2,0.5,15.388464444129623,0.8765,3.35
ENAUSDT,2.0,1.5,0.36,1218,0.4351,0.8162615655392739,-0.2097,-373.99
ENAUSDT,2.0,1.5,0.4,1118,0.4347,0.7537549821893337,-0.2545,-479.78
ENAUSDT,2.0,1.5,0.44,601,0.4742,0.7381242183524751,-0.3055,-301.11
ENAUSDT,2.0,1.5,0.48,172,0.5058,0.6064289622827003,-0.6812,-188.27
ENAUSDT,2.0,1.5,0.52,60,0.5833,0.5659207388948243,-1.7871,-103.43
ENAUSDT,2.0,1.5,0.56,16,0.5625,0.4799949919891108,-1.0787,-35.79
ENAUSDT,2.5,1.0,0.36,646,0.3328,0.6538003500056996,-0.4023,-423.6
ENAUSDT,2.5,1.0,0.4,179,0.4804,0.9144589697648106,-0.3125,-32.37
ENAUSDT,2.5,1.0,0.44,54,0.5,0.5236115068266686,-1.9389,-110.93
ENAUSDT,2.5,1.0,0.48,20,0.5,0.325616679483831,-2.6242,-109.01
ENAUSDT,2.5,1.0,0.52,5,0.6,0.7380928077555252,-2.0161,-8.54
ENAUSDT,2.5,1.0,0.56,2,0.5,19.5041131678552,1.1262,4.31
ENAUSDT,3.0,1.0,0.36,20,0.5,0.3413069293383804,-5.8271,-92.81
ENAUSDT,3.0,1.0,0.4,4,0.5,0.19114257353947592,-0.9916,-28.78
ENAUSDT,3.0,1.0,0.44,1,1.0,,2.5241,4.42
ENAUSDT,3.0,1.0,0.48,0,0.0,,0.0,0.0
ENAUSDT,3.0,1.5,0.36,152,0.5197,0.9123786979028816,-0.1613,-32.14
ENAUSDT,3.0,1.5,0.4,58,0.6379,1.2040905191000795,0.3979,31.6
ENAUSDT,3.0,1.5,0.44,16,0.5,0.3428840304800035,-7.0975,-79.27
ENAUSDT,3.0,1.5,0.48,3,0.6667,0.3359747936646529,-0.5586,-7.88
ENAUSDT,3.0,1.5,0.52,1,1.0,,2.2496,3.96
ENAUSDT,4.0,1.5,0.36,117,,,,
ENAUSDT,4.0,1.5,0.4,4,0.5,0.10972133755277258,-1.9772,-41.35
ENAUSDT,4.0,1.5,0.44,1,1.0,,3.5231,6.17
ETHUSDT,1.5,1.0,0.36,2021,0.4097,0.6389656125357542,-0.3352,-545.2
ETHUSDT,1.5,1.0,0.4,1917,0.4194,0.6457688173174144,-0.3269,-506.81
ETHUSDT,1.5,1.0,0.44,816,0.424,0.5593807394320645,-0.4625,-298.38
ETHUSDT,1.5,1.0,0.48,313,0.4281,0.4294309002708496,-0.7873,-193.49
ETHUSDT,1.5,1.0,0.52,122,0.377,0.3439255598706749,-1.2518,-101.96
ETHUSDT,1.5,1.0,0.56,42,0.4048,0.21778915702976662,-1.8686,-53.97
ETHUSDT,2.0,1.0,0.36,978,0.3804,0.6676975861040304,-0.369,-272.45
ETHUSDT,2.0,1.0,0.4,361,0.385,0.5383907428710325,-0.6376,-165.4
ETHUSDT,2.0,1.0,0.44,146,0.4041,0.4197292505940036,-0.9379,-111.25
ETHUSDT,2.0,1.0,0.48,48,0.3125,0.2824574541516954,-1.5871,-48.69
ETHUSDT,2.0,1.0,0.52,16,0.375,0.24307080571701498,-2.5453,-21.64
ETHUSDT,2.0,1.0,0.56,2,0.5,0.04999360336185638,-7.9385,-20.41
ETHUSDT,2.0,1.5,0.36,1303,0.4236,0.6770756616097657,-0.3797,-410.87
ETHUSDT,2.0,1.5,0.4,1217,0.4224,0.6700449556743422,-0.3892,-389.33
ETHUSDT,2.0,1.5,0.44,814,0.457,0.7249318322154497,-0.3423,-208.17
ETHUSDT,2.0,1.5,0.48,352,0.4574,0.5982872344013215,-0.552,-145.76
ETHUSDT,2.0,1.5,0.52,141,0.4468,0.36063311275949184,-1.4906,-155.83
ETHUSDT,2.0,1.5,0.56,47,0.3191,0.20000833461869474,-2.3469,-83.01
ETHUSDT,2.5,1.0,0.36,833,0.3481,0.7343916259469135,-0.3226,-196.08
ETHUSDT,2.5,1.0,0.4,336,0.3482,0.5954050505337997,-0.6005,-141.69
ETHUSDT,2.5,1.0,0.44,140,0.3857,0.4967390284210562,-0.913,-95.96
ETHUSDT,2.5,1.0,0.48,46,0.3043,0.3583395459474176,-1.4331,-42.48
ETHUSDT,2.5,1.0,0.52,16,0.375,0.3344519995047129,-2.3892,-19.03
ETHUSDT,2.5,1.0,0.56,2,0.5,0.0654006491347299,-7.6888,-20.08
ETHUSDT,3.0,1.0,0.36,59,0.3729,0.5610119639623937,-1.0097,-38.42
ETHUSDT,3.0,1.0,0.4,20,0.35,0.2770815929566382,-1.9731,-28.39
ETHUSDT,3.0,1.0,0.44,5,0.2,0.05770548592501496,-5.7295,-28.35
ETHUSDT,3.0,1.0,0.48,1,1.0,,2.613,1.7
ETHUSDT,3.0,1.0,0.52,0,0.0,,0.0,0.0
ETHUSDT,3.0,1.0,0.56,0,0.0,,0.0,0.0
ETHUSDT,3.0,1.5,0.36,325,0.4092,0.7346221199502182,-0.4314,-98.29
ETHUSDT,3.0,1.5,0.4,146,0.3904,0.5646890830035841,-0.8631,-94.24
ETHUSDT,3.0,1.5,0.44,53,0.4717,0.6351604290058516,-0.7128,-29.54
ETHUSDT,3.0,1.5,0.48,16,0.375,0.22542109683673142,-3.7547,-44.07
ETHUSDT,3.0,1.5,0.52,4,0.5,0.22433503794429205,-4.1036,-18.53
ETHUSDT,3.0,1.5,0.56,2,0.5,0.07983798818549068,-7.5688,-19.63
ETHUSDT,4.0,1.5,0.36,54,0.4259,0.5844987735199133,-0.9812,-45.23
ETHUSDT,4.0,1.5,0.4,17,0.4118,0.34979795775362094,-3.1412,-34.19
ETHUSDT,4.0,1.5,0.44,4,0.25,0.07744683379347618,-7.2528,-28.57
ETHUSDT,4.0,1.5,0.48,1,1.0,,3.612,2.35
ETHUSDT,4.0,1.5,0.52,1,1.0,,3.5982,2.26
ETHUSDT,4.0,1.5,0.56,0,0.0,,0.0,0.0
FETUSDT,1.5,1.0,0.36,2055,0.4034,0.7126785551265366,-0.2209,-709.04
FETUSDT,1.5,1.0,0.4,1911,0.4066,0.7122370185166828,-0.228,-669.16
FETUSDT,1.5,1.0,0.44,632,0.4494,0.6628402298894045,-0.2826,-333.35
FETUSDT,1.5,1.0,0.48,196,0.4286,0.43076074361170524,-0.9774,-325.08
FETUSDT,1.5,1.0,0.52,82,0.4634,0.4258516593520358,-0.9156,-147.96
FETUSDT,1.5,1.0,0.56,26,0.3846,0.23653030942571882,-1.5562,-109.19
FETUSDT,2.0,1.0,0.36,706,0.3867,0.6156885177665865,-0.3974,-458.78
FETUSDT,2.0,1.0,0.4,217,0.4194,0.5035335600782258,-0.7783,-283.4
FETUSDT,2.0,1.0,0.44,73,0.3973,0.33261002706059456,-1.1016,-189.6
FETUSDT,2.0,1.0,0.48,17,0.4118,0.2420901377230304,-0.8571,-67.1
FETUSDT,2.0,1.0,0.52,5,0.0,0.0,-4.6078,-75.85
FETUSDT,2.0,1.0,0.56,3,0.0,0.0,-1.6237,-33.11
FETUSDT,2.0,1.5,0.36,1200,0.44,0.8013043084011283,-0.2235,-368.29
FETUSDT,2.0,1.5,0.4,1078,0.4545,0.8289917527700411,-0.1964,-285.56
FETUSDT,2.0,1.5,0.44,573,0.4974,0.8028574284300168,-0.2259,-192.77
FETUSDT,2.0,1.5,0.48,185,0.5405,0.6367154914670079,-0.5996,-179.22
FETUSDT,2.0,1.5,0.52,54,0.5185,0.393746150307278,-0.8187,-125.43
FETUSDT,2.0,1.5,0.56,16,0.3125,0.1111151894394661,-1.7011,-91.77
FETUSDT,2.5,1.0,0.36,621,0.3591,0.6284616680107725,-0.3828,-420.56
FETUSDT,2.5,1.0,0.4,188,0.383,0.4470704091619101,-0.9394,-320.33
FETUSDT,2.5,1.0,0.44,63,0.3492,0.36418549837208586,-1.3167,-179.22
FETUSDT,2.5,1.0,0.48,16,0.3125,0.18512100651369012,-1.1599,-77.58
FETUSDT,2.5,1.0,0.52,5,0.0,0.0,-4.6078,-75.85
FETUSDT,2.5,1.0,0.56,3,0.0,0.0,-1.6237,-33.11
FETUSDT,3.0,1.0,0.36,22,0.3182,0.2812741996741406,-0.9244,-68.19
FETUSDT,3.0,1.0,0.4,7,0.0,0.0,-2.677,-64.34
FETUSDT,3.0,1.0,0.44,4,0.5,0.8174355444181742,0.3534,-2.03
FETUSDT,3.0,1.0,0.48,2,0.5,0.38394493017561365,-0.3297,-2.12
FETUSDT,3.0,1.0,0.52,1,1.0,,0.2517,0.78
FETUSDT,3.0,1.0,0.56,0,0.0,,0.0,0.0
FETUSDT,3.0,1.5,0.36,152,0.4605,0.6102493866100517,-0.5321,-165.51
FETUSDT,3.0,1.5,0.4,60,0.3833,0.33736822330260485,-1.996,-196.39
FETUSDT,3.0,1.5,0.44,26,0.5,0.5820933908848752,-0.0966,-43.58
FETUSDT,3.0,1.5,0.48,9,0.2222,0.23098840715872465,-0.542,-18.98
FETUSDT,3.0,1.5,0.52,3,0.0,0.0,-7.3524,-76.36
FETUSDT,3.0,1.5,0.56,1,0.0,0.0,-10.8775,-34.27
FETUSDT,4.0,1.5,0.36,20,0.45,0.4487450530476005,-0.4527,-65.15
FETUSDT,4.0,1.5,0.4,6,0.0,0.0,-2.6087,-54.53
FETUSDT,4.0,1.5,0.44,2,0.0,0.0,-10.3606,-66.0
FETUSDT,4.0,1.5,0.48,1,0.0,0.0,-0.0105,-0.03
FETUSDT,4.0,1.5,0.52,1,0.0,0.0,-0.0983,-0.3
FETUSDT,4.0,1.5,0.56,0,0.0,,0.0,0.0
FILUSDT,1.5,1.0,0.36,2098,0.3942,0.6718137131173318,-0.2927,-711.16
FILUSDT,1.5,1.0,0.4,1896,0.4093,0.7164620405690454,-0.2698,-546.89
FILUSDT,1.5,1.0,0.44,685,0.4073,0.5813917775523915,-0.426,-387.75
FILUSDT,1.5,1.0,0.48,218,0.3853,0.39099419445664113,-0.9455,-304.64
FILUSDT,1.5,1.0,0.52,70,0.4714,0.6674902868714355,-0.2718,-44.22
FILUSDT,1.5,1.0,0.56,26,0.5385,0.8958021157959021,-0.0189,-5.23
FILUSDT,2.0,1.0,0.36,837,0.3943,0.7166324684106481,-0.2813,-282.26
FILUSDT,2.0,1.0,0.4,246,0.3821,0.49976721390802503,-0.6935,-244.24
FILUSDT,2.0,1.0,0.44,73,0.5068,0.7519732219789351,-0.5589,-42.27
FILUSDT,2.0,1.0,0.48,31,0.5806,1.8332477924397068,0.2825,39.83
FILUSDT,2.0,1.0,0.52,10,0.5,1.1501346225771083,-0.5845,3.73
FILUSDT,2.0,1.0,0.56,5,0.8,21.1397169831544,1.5171,24.86
FILUSDT,2.0,1.5,0.36,1283,0.4326,0.7886059648885584,-0.2711,-351.23
FILUSDT,2.0,1.5,0.4,1191,0.4484,0.8129228864913774,-0.2299,-280.2
