symbol,tp_atr,sl_atr,conf_floor,trades,win_rate,profit_factor,expectancy_atr,total_return_percent
FILUSDT,2.0,1.5,0.44,691,0.479,0.7714325646531767,-0.2434,-204.31
FILUSDT,2.0,1.5,0.48,241,0.4647,0.5913830710688217,-0.6613,-186.05
FILUSDT,2.0,1.5,0.52,66,0.6364,0.8672923993503441,-0.4504,-19.29
FILUSDT,2.0,1.5,0.56,20,0.55,1.084228549664347,-0.1045,4.26
FILUSDT,2.5,1.0,0.36,726,0.3581,0.7793705608730581,-0.2649,-207.75
FILUSDT,2.5,1.0,0.4,223,0.3543,0.5846343318599809,-0.6465,-182.47
FILUSDT,2.5,1.0,0.44,64,0.4375,0.7359172226844242,-0.6986,-44.86
FILUSDT,2.5,1.0,0.48,30,0.6,2.21709772148387,0.5082,58.05
FILUSDT,2.5,1.0,0.52,10,0.5,1.3308548002512453,-0.4524,8.85
FILUSDT,2.5,1.0,0.56,5,0.8,25.88332621326616,1.922,30.72
FILUSDT,3.0,1.0,0.36,29,0.5862,1.3762276869225345,0.0217,22.73
FILUSDT,3.0,1.0,0.4,10,0.5,0.691105366511133,-0.9078,-16.95
FILUSDT,3.0,1.0,0.44,3,1.0,,2.9014,30.47
FILUSDT,3.0,1.0,0.48,2,1.0,,2.7445,22.64
FILUSDT,3.0,1.0,0.52,3,0.6667,101.26852220130668,1.9202,14.52
FILUSDT,3.0,1.0,0.56,1,0.0,0.0,-0.1253,-0.65
FILUSDT,3.0,1.5,0.36,200,0.46,0.8735243526761708,-0.2293,-42.5
FILUSDT,3.0,1.5,0.4,72,0.5556,1.1522101633110693,0.302,19.44
FILUSDT,3.0,1.5,0.44,28,0.5357,0.650284822871718,-1.1352,-41.52
FILUSDT,3.0,1.5,0.48,10,0.7,1.2674514973394102,0.0617,12.05
FILUSDT,3.0,1.5,0.52,4,1.0,,2.2995,28.03
FILUSDT,3.0,1.5,0.56,3,1.0,,2.7346,26.93
FILUSDT,4.0,1.5,0.36,24,0.5,0.6744381199918283,-1.7523,-42.95
FILUSDT,4.0,1.5,0.4,9,0.6667,0.9299220066742508,-0.1138,-3.66
FILUSDT,4.0,1.5,0.44,4,1.0,,3.419,41.51
FILUSDT,4.0,1.5,0.48,2,1.0,,3.6638,29.18
FILUSDT,4.0,1.5,0.52,2,1.0,,3.4954,27.74
FILUSDT,4.0,1.5,0.56,2,0.5,4.5151514041804885,0.5083,2.29
HBARUSDT,1.5,1.0,0.36,2149,0.3983,0.6220941908821038,-0.3254,-728.26
HBARUSDT,1.5,1.0,0.4,1985,0.4086,0.6447911996534261,-0.3076,-624.05
HBARUSDT,1.5,1.0,0.44,680,0.4515,0.5144366581336672,-0.4208,-345.03
HBARUSDT,1.5,1.0,0.48,212,0.4245,0.34243431059791635,-0.7936,-189.24
HBARUSDT,1.5,1.0,0.52,65,0.4923,0.26893995443049157,-1.0592,-91.41
HBARUSDT,1.5,1.0,0.56,23,0.5217,0.15236696365471586,-3.7901,-64.84
HBARUSDT,2.0,1.0,0.36,869,0.3959,0.6510561652656504,-0.2975,-303.08
HBARUSDT,2.0,1.0,0.4,253,0.4506,0.5228248469095803,-0.5337,-152.97
HBARUSDT,2.0,1.0,0.44,94,0.4681,0.3353312137664256,-1.0455,-121.61
HBARUSDT,2.0,1.0,0.48,29,0.5517,0.2157155437079945,-2.4439,-73.92
HBARUSDT,2.0,1.0,0.52,10,0.5,0.12211086523478039,-8.872,-66.28
HBARUSDT,2.0,1.0,0.56,2,0.0,0.0,-2.568,-5.37
HBARUSDT,2.0,1.5,0.36,1305,0.4544,0.7849783312215438,-0.225,-299.56
HBARUSDT,2.0,1.5,0.4,1238,0.4669,0.8013515570665053,-0.2092,-259.19
HBARUSDT,2.0,1.5,0.44,722,0.5055,0.7487590403807014,-0.2118,-198.89
HBARUSDT,2.0,1.5,0.48,251,0.5299,0.5040167201958154,-0.6479,-189.64
HBARUSDT,2.0,1.5,0.52,77,0.5584,0.28789505356112693,-1.2575,-121.31
HBARUSDT,2.0,1.5,0.56,23,0.6957,1.2162201151071115,0.243,3.14
HBARUSDT,2.5,1.0,0.36,748,0.3743,0.7311411750369279,-0.2466,-212.45
HBARUSDT,2.5,1.0,0.4,232,0.4267,0.5899127751493061,-0.5144,-131.5
HBARUSDT,2.5,1.0,0.44,88,0.4318,0.36789488635474493,-1.115,-117.35
HBARUSDT,2.5,1.0,0.48,27,0.5926,0.2864461246292364,-2.3142,-66.44
HBARUSDT,2.5,1.0,0.52,9,0.5556,0.21360353529548634,-4.0374,-43.61
HBARUSDT,2.5,1.0,0.56,2,0.0,0.0,-2.568,-5.37
HBARUSDT,3.0,1.0,0.36,42,0.5238,0.954892463508322,0.1195,-1.92
HBARUSDT,3.0,1.0,0.4,13,0.3846,0.2260772885694717,-4.5317,-52.38
HBARUSDT,3.0,1.0,0.44,5,0.2,0.2361589796972629,-0.8877,-2.92
HBARUSDT,3.0,1.0,0.48,0,0.0,,0.0,0.0
HBARUSDT,3.0,1.5,0.36,231,0.4892,0.7902292556077016,-0.2848,-68.53
HBARUSDT,3.0,1.5,0.4,99,0.5657,0.733474912153486,-0.2169,-40.12
HBARUSDT,3.0,1.5,0.44,43,0.6279,1.0854116092105297,0.2214,4.08
HBARUSDT,3.0,1.5,0.48,18,0.6667,0.35762184954357057,-1.6421,-43.08
HBARUSDT,3.0,1.5,0.52,4,0.25,0.025917615695793338,-9.6599,-44.42
HBARUSDT,3.0,1.5,0.56,0,0.0,,0.0,0.0
HBARUSDT,4.0,1.5,0.36,35,0.5429,0.4398395160292662,-1.5071,-63.07
HBARUSDT,4.0,1.5,0.4,10,0.6,0.45757647105786053,-3.4432,-29.61
HBARUSDT,4.0,1.5,0.44,4,0.25,0.02994710837805992,-9.2433,-41.84
ICPUSDT,1.5,1.0,0.36,2121,0.4102,0.6877806883012223,-0.2612,-728.58
ICPUSDT,1.5,1.0,0.4,1958,0.4106,0.6570455318093078,-0.2692,-746.02
ICPUSDT,1.5,1.0,0.44,666,0.4324,0.6171585772286132,-0.3609,-365.56
ICPUSDT,1.5,1.0,0.48,180,0.4222,0.5091971442561102,-0.6655,-215.52
ICPUSDT,1.5,1.0,0.52,73,0.3836,0.23946794793313197,-2.5761,-292.77
ICPUSDT,1.5,1.0,0.56,27,0.4815,0.26242630898643554,-2.5659,-122.54
ICPUSDT,2.0,1.0,0.36,773,0.379,0.6123714822381552,-0.3201,-421.08
ICPUSDT,2.0,1.0,0.4,211,0.3981,0.5037142876936945,-0.5149,-219.76
ICPUSDT,2.0,1.0,0.44,66,0.3788,0.40984411397124326,-1.3045,-144.59
ICPUSDT,2.0,1.0,0.48,24,0.5833,0.4150972884868755,-4.6226,-100.0
ICPUSDT,2.0,1.0,0.52,11,0.5455,0.2773499917652174,-4.2852,-77.06
ICPUSDT,2.0,1.0,0.56,5,0.4,0.3831991947606891,-3.1796,-31.35
ICPUSDT,2.0,1.5,0.36,1288,0.4255,0.7234340072877354,-0.2861,-512.1
ICPUSDT,2.0,1.5,0.4,1159,0.4314,0.7034645978484162,-0.2753,-494.56
ICPUSDT,2.0,1.5,0.44,622,0.463,0.7189442374140718,-0.2614,-259.34
ICPUSDT,2.0,1.5,0.48,182,0.4945,0.5406701706127846,-0.5007,-203.85
ICPUSDT,2.0,1.5,0.52,62,0.3871,0.35109760089898595,-2.0798,-199.08
ICPUSDT,2.0,1.5,0.56,21,0.3333,0.16570471811200937,-6.8544,-191.77
ICPUSDT,2.5,1.0,0.36,667,0.3448,0.6368750566664344,-0.3717,-379.6
ICPUSDT,2.5,1.0,0.4,192,0.3802,0.5325411940194595,-0.6097,-214.21
ICPUSDT,2.5,1.0,0.44,61,0.3443,0.3626467143714969,-1.465,-156.3
ICPUSDT,2.5,1.0,0.48,21,0.4762,0.3844992158010937,-5.3519,-113.15
ICPUSDT,2.5,1.0,0.52,12,0.5833,0.42246877987843906,-3.3838,-60.27
ICPUSDT,2.5,1.0,0.56,6,0.3333,0.4810246385661133,-2.4841,-26.4
ICPUSDT,3.0,1.0,0.36,24,0.4167,0.2949918517428316,-2.1819,-101.68
ICPUSDT,3.0,1.0,0.4,34,,,,
ICPUSDT,3.0,1.0,0.44,2,1.0,,2.5922,7.8
ICPUSDT,3.0,1.5,0.36,162,0.3889,0.4436103041758323,-1.1521,-266.72
ICPUSDT,3.0,1.5,0.4,60,0.45,0.454500301025532,-1.8672,-148.49
ICPUSDT,3.0,1.5,0.44,20,0.6,0.34129040140702877,-2.4182,-93.16
ICPUSDT,3.0,1.5,0.48,6,0.5,0.47227487158728504,-1.889,-10.35
ICPUSDT,3.0,1.5,0.52,2,1.0,,2.8188,8.31
ICPUSDT,3.0,1.5,0.56,0,0.0,,0.0,0.0
ICPUSDT,4.0,1.5,0.36,18,0.3889,0.2933121085230495,-6.9096,-132.51
ICPUSDT,4.0,1.5,0.4,6,0.8333,2.1591587996527872,2.2653,15.15
ICPUSDT,4.0,1.5,0.44,1,1.0,,3.8715,6.86
INJUSDT,1.5,1.0,0.36,2148,0.4115,0.7391108126805279,-0.2221,-631.97
INJUSDT,1.5,1.0,0.4,1990,0.4126,0.7290886184426635,-0.2309,-607.6
INJUSDT,1.5,1.0,0.44,680,0.4382,0.6180504551359979,-0.3754,-368.64
INJUSDT,1.5,1.0,0.48,182,0.4231,0.5573430505929835,-0.572,-157.55
INJUSDT,1.5,1.0,0.52,61,0.459,0.5774965897335399,-0.4959,-55.24
INJUSDT,1.5,1.0,0.56,26,0.7308,2.1151514143114714,0.561,27.55
INJUSDT,2.0,1.0,0.36,781,0.3892,0.6737648458940676,-0.3185,-366.93
INJUSDT,2.0,1.0,0.4,205,0.4146,0.4950963788382244,-0.6466,-220.72
INJUSDT,2.0,1.0,0.44,59,0.4407,0.7135063339569264,-0.3254,-32.88
INJUSDT,2.0,1.0,0.48,19,0.7368,3.599131975622678,0.7714,31.76
INJUSDT,2.0,1.0,0.52,10,0.6,0.6514976421275838,-0.9838,-14.54
INJUSDT,2.0,1.0,0.56,5,0.8,5.140034477819908,1.1042,13.17
INJUSDT,2.0,1.5,0.36,1288,0.4293,0.7689173089973091,-0.2584,-446.23
INJUSDT,2.0,1.5,0.4,1176,0.4311,0.7535071664031634,-0.2652,-439.34
INJUSDT,2.0,1.5,0.44,652,0.4525,0.7043434415008124,-0.3339,-300.33
INJUSDT,2.0,1.5,0.48,196,0.5051,0.6576039328132041,-0.5455,-145.69
INJUSDT,2.0,1.5,0.52,51,0.5294,0.6134872813980397,-0.6524,-52.17
INJUSDT,2.0,1.5,0.56,19,0.5789,0.4737354728241209,-1.058,-39.68
INJUSDT,2.5,1.0,0.36,680,0.3441,0.693111997656341,-0.3511,-334.45
INJUSDT,2.5,1.0,0.4,193,0.3782,0.5301402907112276,-0.7046,-215.22
INJUSDT,2.5,1.0,0.44,60,0.45,0.8547234385765956,-0.1448,-17.53
INJUSDT,2.5,1.0,0.48,18,0.6111,1.2277319977609324,0.0593,8.5
INJUSDT,2.5,1.0,0.52,10,0.6,0.8551711991856978,-0.6003,-6.04
INJUSDT,2.5,1.0,0.56,5,0.8,6.517358891097818,1.5038,17.56
INJUSDT,3.0,1.0,0.36,17,0.4706,0.9617565978030145,-0.0782,-1.76
INJUSDT,3.0,1.0,0.4,7,0.8571,1.2432671357430336,-0.0295,5.18
INJUSDT,3.0,1.0,0.44,2,0.5,0.09309765964311885,-5.9699,-46.16
INJUSDT,3.0,1.0,0.48,2,1.0,,1.3049,5.27
INJUSDT,3.0,1.0,0.52,1,0.0,0.0,-0.4134,-1.33
INJUSDT,3.0,1.5,0.36,161,0.4348,0.6180617525333298,-0.6473,-147.7
INJUSDT,3.0,1.5,0.4,53,0.4717,0.5073276000273128,-0.832,-83.88
INJUSDT,3.0,1.5,0.44,23,0.5652,0.9671192390609025,0.2873,-1.88
INJUSDT,3.0,1.5,0.48,8,0.75,3.2421354645633023,1.3213,19.73
INJUSDT,3.0,1.5,0.52,2,0.5,0.06290155235379302,-6.455,-47.69
INJUSDT,3.0,1.5,0.56,1,0.0,0.0,-0.6271,-2.02
INJUSDT,4.0,1.5,0.36,19,0.4211,0.7378899669172295,-1.5517,-20.18
INJUSDT,4.0,1.5,0.4,5,0.6,0.20390505196048359,-2.9966,-44.79
INJUSDT,4.0,1.5,0.44,2,0.5,0.1272893618341507,-5.1344,-43.69
INJUSDT,4.0,1.5,0.48,1,0.0,0.0,-0.6271,-2.02
INJUSDT,4.0,1.5,0.52,0,0.0,,0.0,0.0
LINKUSDT,1.5,1.0,0.36,2038,0.3974,0.6606761733991323,-0.2988,-622.09
LINKUSDT,1.5,1.0,0.4,1895,0.3979,0.6617712379622247,-0.3024,-572.64
LINKUSDT,1.5,1.0,0.44,666,0.4249,0.5529752510394975,-0.433,-323.25
LINKUSDT,1.5,1.0,0.48,195,0.4051,0.31665469390836126,-0.9801,-226.77
LINKUSDT,1.5,1.0,0.52,55,0.4182,0.1722063020091029,-3.2774,-173.73
LINKUSDT,1.5,1.0,0.56,12,0.3333,0.04794083315127002,-10.2041,-120.19
LINKUSDT,2.0,1.0,0.36,796,0.3894,0.6346772669088354,-0.3337,-320.09
LINKUSDT,2.0,1.0,0.4,234,0.3932,0.4978833812334325,-0.6396,-167.7
LINKUSDT,2.0,1.0,0.44,66,0.3636,0.2397922278704728,-2.5038,-149.98
LINKUSDT,2.0,1.0,0.48,17,0.2941,0.08514363324258374,-5.3004,-98.41
LINKUSDT,2.0,1.0,0.52,3,0.6667,0.10327930678057001,-4.8381,-19.0
LINKUSDT,2.0,1.0,0.56,1,0.0,0.0,-0.5564,-0.38
LINKUSDT,2.0,1.5,0.36,1265,0.4356,0.7716641342547577,-0.2591,-323.77
LINKUSDT,2.0,1.5,0.4,1155,0.4294,0.7684413311965462,-0.2767,-300.17
LINKUSDT,2.0,1.5,0.44,677,0.4594,0.6918130269272026,-0.3276,-258.05
LINKUSDT,2.0,1.5,0.48,224,0.4911,0.5360474892335606,-0.6085,-166.27
LINKUSDT,2.0,1.5,0.52,66,0.5758,0.6488420889484506,-0.7895,-34.94
LINKUSDT,2.0,1.5,0.56,19,0.5263,0.11709472102959612,-7.152,-122.3
LINKUSDT,2.5,1.0,0.36,688,0.3561,0.6813436056990647,-0.3101,-263.05
LINKUSDT,2.5,1.0,0.4,216,0.3704,0.5306323846360106,-0.6229,-158.68
LINKUSDT,2.5,1.0,0.44,62,0.3226,0.25352258588570126,-2.6446,-149.12
LINKUSDT,2.5,1.0,0.48,16,0.3125,0.059645254883421664,-6.343,-113.79
LINKUSDT,2.5,1.0,0.52,4,0.75,0.15450486770609043,-3.3164,-17.92
LINKUSDT,2.5,1.0,0.56,1,0.0,0.0,-0.5564,-0.38
LINKUSDT,3.0,1.0,0.36,26,0.5,0.3348634338587155,-2.6377,-66.23
LINKUSDT,3.0,1.0,0.4,6,0.5,0.1606850151838648,-6.4697,-41.33
LINKUSDT,3.0,1.0,0.44,2,0.5,0.19837456354529492,-5.2974,-12.6
LINKUSDT,3.0,1.0,0.48,0,0.0,,0.0,0.0
LINKUSDT,3.0,1.5,0.36,213,0.4695,0.8507496998552166,-0.2497,-42.99
LINKUSDT,3.0,1.5,0.4,73,0.4795,0.5696632483494087,-1.0872,-65.68
LINKUSDT,3.0,1.5,0.44,27,0.4815,0.2008100205752564,-4.2964,-115.42
LINKUSDT,3.0,1.5,0.48,9,0.4444,0.14768035568584129,-6.9644,-70.98
LINKUSDT,3.0,1.5,0.52,5,0.6,0.3438131884666872,-1.4916,-10.51
LINKUSDT,3.0,1.5,0.56,1,0.0,0.0,-0.1905,-0.3
LINKUSDT,4.0,1.5,0.36,28,0.5357,0.35406191954519145,-2.9853,-90.02
LINKUSDT,4.0,1.5,0.4,7,0.5714,0.3962801866376072,-2.9025,-23.27
LINKUSDT,4.0,1.5,0.44,3,0.0,0.0,-4.5669,-15.92
LINKUSDT,4.0,1.5,0.48,1,0.0,0.0,-0.1905,-0.3
LTCUSDT,1.5,1.0,0.36,2020,0.3881,0.5840012506168581,-0.39,-670.1
LTCUSDT,1.5,1.0,0.4,1904,0.3944,0.5897045444221943,-0.3847,-618.33
LTCUSDT,1.5,1.0,0.44,744,0.4167,0.5535808010427573,-0.4854,-280.64
LTCUSDT,1.5,1.0,0.48,244,0.4139,0.43044076456229696,-0.7624,-150.6
LTCUSDT,1.5,1.0,0.52,93,0.3978,0.24874931831178773,-1.8734,-111.73
LTCUSDT,1.5,1.0,0.56,30,0.4,0.3367760609455685,-1.736,-38.45
LTCUSDT,2.0,1.0,0.36,851,0.3678,0.6482223330104897,-0.4045,-260.01
LTCUSDT,2.0,1.0,0.4,286,0.4161,0.6024882930424595,-0.5502,-115.95
LTCUSDT,2.0,1.0,0.44,97,0.3814,0.3741008336400883,-1.1433,-91.12
LTCUSDT,2.0,1.0,0.48,36,0.3889,0.36555358388844045,-1.6859,-39.42
LTCUSDT,2.0,1.0,0.52,13,0.3077,0.3922241976855118,-1.5595,-11.08
LTCUSDT,2.0,1.0,0.56,5,0.4,4.018454255607721,0.258,3.99
LTCUSDT,2.0,1.5,0.36,1174,0.4199,0.6728761074925051,-0.391,-378.29
LTCUSDT,2.0,1.5,0.4,1083,0.4257,0.6698668124818197,-0.3746,-353.21
LTCUSDT,2.0,1.5,0.44,714,0.4552,0.6975615661219137,-0.3765,-209.72
LTCUSDT,2.0,1.5,0.48,264,0.4621,0.6491359864750157,-0.5121,-96.93
LTCUSDT,2.0,1.5,0.52,99,0.4444,0.40018162064075224,-1.2333,-93.41
LTCUSDT,2.0,1.5,0.56,29,0.3793,0.29043786749114525,-3.7795,-56.07
LTCUSDT,2.5,1.0,0.36,768,0.3372,0.7167909505162984,-0.3682,-200.61
LTCUSDT,2.5,1.0,0.4,254,0.3661,0.5393728050191137,-0.6871,-141.03
LTCUSDT,2.5,1.0,0.44,93,0.3441,0.35042849470698595,-1.2892,-101.98
LTCUSDT,2.5,1.0,0.48,32,0.3438,0.42717983016403344,-1.9445,-35.6
LTCUSDT,2.5,1.0,0.52,13,0.3077,0.5040433241223015,-1.4058,-9.04
LTCUSDT,2.5,1.0,0.56,5,0.6,4.803862805208793,0.4512,5.49
LTCUSDT,3.0,1.0,0.36,42,0.381,0.4258788006295683,-1.4212,-49.53
LTCUSDT,3.0,1.0,0.4,12,0.3333,0.24543314388465737,-4.9511,-39.19
LTCUSDT,3.0,1.0,0.44,3,0.6667,5.433982006545341,1.4839,3.2
LTCUSDT,3.0,1.0,0.48,2,0.5,2.890046122493279,0.8953,1.36
LTCUSDT,3.0,1.0,0.52,1,1.0,,1.1036,0.74
LTCUSDT,3.0,1.5,0.36,219,0.4018,0.5827416892339553,-0.7365,-129.23
LTCUSDT,3.0,1.5,0.4,95,0.3684,0.3837901676775723,-1.3743,-114.05
LTCUSDT,3.0,1.5,0.44,38,0.3421,0.3384232375959079,-3.5878,-72.06
LTCUSDT,3.0,1.5,0.48,14,0.4286,0.38855164090372,-2.145,-19.56
LTCUSDT,3.0,1.5,0.52,6,0.3333,0.10616590109944311,-6.6863,-28.13
LTCUSDT,3.0,1.5,0.56,2,1.0,,1.5518,1.74
LTCUSDT,4.0,1.5,0.36,35,0.2857,0.27034778139943916,-4.2722,-96.16
LTCUSDT,4.0,1.5,0.4,6,0.5,0.36859173223608505,-3.0116,-15.47
LTCUSDT,4.0,1.5,0.44,2,1.0,,3.7108,4.58
LTCUSDT,4.0,1.5,0.48,1,0.0,0.0,-47.5699,-25.92
LTCUSDT,4.0,1.5,0.52,1,1.0,,2.7145,1.48
NEARUSDT,1.5,1.0,0.36,2090,0.4062,0.7099728861200928,-0.2334,-659.06
NEARUSDT,1.5,1.0,0.4,1926,0.4076,0.6955055323361578,-0.2396,-640.25
NEARUSDT,1.5,1.0,0.44,640,0.4172,0.5491220925772136,-0.4438,-414.66
NEARUSDT,1.5,1.0,0.48,175,0.4057,0.3203054443504531,-1.2529,-321.49
NEARUSDT,1.5,1.0,0.52,62,0.3226,0.2565576367361723,-1.2948,-133.39
NEARUSDT,1.5,1.0,0.56,25,0.2,0.09231002821526692,-3.156,-133.48
NEARUSDT,2.0,1.0,0.36,738,0.3794,0.6305544229032046,-0.3437,-382.05
NEARUSDT,2.0,1.0,0.4,183,0.4098,0.4471339449802702,-0.9704,-240.3
NEARUSDT,2.0,1.0,0.44,63,0.3175,0.2311175973805658,-2.1616,-188.46
NEARUSDT,2.0,1.0,0.48,20,0.25,0.12484228557725756,-5.567,-117.38
NEARUSDT,2.0,1.0,0.52,11,0.2727,0.06737440459933036,-11.2204,-123.26
NEARUSDT,2.0,1.0,0.56,2,0.0,0.0,-21.7015,-26.56
NEARUSDT,2.0,1.5,0.36,1280,0.4313,0.7836798662293634,-0.2524,-392.18
NEARUSDT,2.0,1.5,0.4,1189,0.4298,0.7700666492320062,-0.2714,-392.41
NEARUSDT,2.0,1.5,0.44,614,0.4397,0.6643520864284732,-0.4054,-322.88
NEARUSDT,2.0,1.5,0.48,184,0.4783,0.553221793052844,-0.8467,-193.48
NEARUSDT,2.0,1.5,0.52,46,0.4783,0.2540225989805013,-2.7924,-168.45
NEARUSDT,2.0,1.5,0.56,17,0.4118,0.10939953429350756,-7.4533,-138.87
NEARUSDT,2.5,1.0,0.36,661,0.351,0.6929317361039155,-0.2997,-307.61
NEARUSDT,2.5,1.0,0.4,163,0.3497,0.45147095663214204,-1.0387,-242.8
NEARUSDT,2.5,1.0,0.44,58,0.2414,0.2221881662047918,-2.2473,-195.84
NEARUSDT,2.5,1.0,0.48,21,0.2381,0.15869492041577876,-5.1831,-112.84
NEARUSDT,2.5,1.0,0.52,11,0.2727,0.08841006639420984,-11.0842,-120.48
NEARUSDT,2.5,1.0,0.56,2,0.0,0.0,-21.7015,-26.56
NEARUSDT,3.0,1.0,0.36,23,0.3043,0.2190510740194847,-2.7657,-91.78
NEARUSDT,3.0,1.0,0.4,8,0.25,0.1017993869511722,-11.4722,-92.25
NEARUSDT,3.0,1.0,0.44,4,0.0,0.0,-3.6716,-17.64
NEARUSDT,3.0,1.0,0.48,1,0.0,0.0,-0.5735,-0.8
NEARUSDT,3.0,1.5,0.36,155,0.471,0.8424743906381783,-0.2498,-46.04
NEARUSDT,3.0,1.5,0.4,51,0.3922,0.2725318414983748,-3.6271,-201.37
NEARUSDT,3.0,1.5,0.44,16,0.5625,0.1557653523719483,-7.2619,-146.37
NEARUSDT,3.0,1.5,0.48,5,0.2,0.03767933556897873,-16.4015,-86.76
NEARUSDT,3.0,1.5,0.52,4,0.0,0.0,-16.4138,-94.06
NEARUSDT,3.0,1.5,0.56,3,0.0,0.0,-8.4447,-69.81
NEARUSDT,4.0,1.5,0.36,18,0.4444,0.5154624784464662,-1.7305,-40.44
NEARUSDT,4.0,1.5,0.4,6,0.3333,0.15313772124234806,-15.4646,-84.96
NEARUSDT,4.0,1.5,0.44,3,0.0,0.0,-4.7766,-17.26
NEARUSDT,4.0,1.5,0.48,1,0.0,0.0,-0.5735,-0.8
PAXGUSDT,1.5,1.0,0.36,2104,0.3227,0.2563056574084669,-1.228,-589.61
PAXGUSDT,1.5,1.0,0.4,2016,0.3175,0.2518790372884975,-1.2672,-572.21
PAXGUSDT,1.5,1.0,0.44,1476,0.3279,0.2299498082756108,-1.3244,-428.36
PAXGUSDT,1.5,1.0,0.48,1052,0.3184,0.17479785080784196,-1.4261,-338.68
PAXGUSDT,1.5,1.0,0.52,714,0.2983,0.1492579642745009,-1.5769,-248.13
PAXGUSDT,1.5,1.0,0.56,463,0.2959,0.1116886347504142,-1.8536,-191.15
PAXGUSDT,2.0,1.0,0.36,1354,0.3168,0.3142078058339245,-1.2824,-385.11
PAXGUSDT,2.0,1.0,0.4,943,0.3022,0.23430324830398308,-1.475,-314.0
PAXGUSDT,2.0,1.0,0.44,684,0.2807,0.19380586338154726,-1.588,-241.02
PAXGUSDT,2.0,1.0,0.48,466,0.2747,0.16005456579266258,-1.7994,-196.62
PAXGUSDT,2.0,1.0,0.52,287,0.2787,0.16153006376983672,-2.0447,-125.06
PAXGUSDT,2.0,1.0,0.56,162,0.2901,0.14728356229074396,-2.4527,-84.49
PAXGUSDT,2.0,1.5,0.36,1327,0.3753,0.3721062210221146,-1.2725,-362.28
PAXGUSDT,2.0,1.5,0.4,1268,0.377,0.3888379552188895,-1.2475,-332.63
PAXGUSDT,2.0,1.5,0.44,1057,0.3718,0.3215692642833238,-1.3676,-323.7
PAXGUSDT,2.0,1.5,0.48,797,0.3651,0.28061870254686205,-1.4645,-258.39
PAXGUSDT,2.0,1.5,0.52,569,0.355,0.21217771586055748,-1.6767,-216.04
PAXGUSDT,2.0,1.5,0.56,399,0.3383,0.1750956539549876,-1.8521,-171.5
PAXGUSDT,2.5,1.0,0.36,1176,0.29,0.3562984385845681,-1.2685,-334.97
PAXGUSDT,2.5,1.0,0.4,853,0.2931,0.273797311544356,-1.4538,-286.42
PAXGUSDT,2.5,1.0,0.44,611,0.27,0.24576017199318206,-1.5779,-210.58
PAXGUSDT,2.5,1.0,0.48,418,0.2488,0.18537762403151367,-1.8712,-186.6
PAXGUSDT,2.5,1.0,0.52,265,0.2604,0.19554524824957034,-2.1171,-120.02
PAXGUSDT,2.5,1.0,0.56,147,0.2653,0.174453481894937,-2.5744,-80.18
PAXGUSDT,3.0,1.0,0.36,425,0.2518,0.2680427045032746,-1.7544,-149.53
PAXGUSDT,3.0,1.0,0.4,276,0.2355,0.2242333199693348,-1.9776,-113.59
PAXGUSDT,3.0,1.0,0.44,162,0.2593,0.2672960313253239,-1.9858,-60.91
PAXGUSDT,3.0,1.0,0.48,83,0.253,0.17149267331814427,-2.5465,-48.45
PAXGUSDT,3.0,1.0,0.52,31,0.3548,0.20538559968250805,-2.9482,-17.41
PAXGUSDT,3.0,1.0,0.56,7,0.5714,0.8119897033121147,-0.1676,-0.26
PAXGUSDT,3.0,1.5,0.36,628,0.3392,0.38754450360811454,-1.4575,-196.55
PAXGUSDT,3.0,1.5,0.4,458,0.3079,0.3186373851462854,-1.7807,-169.4
PAXGUSDT,3.0,1.5,0.44,326,0.3374,0.34421908067858475,-1.6989,-110.7
PAXGUSDT,3.0,1.5,0.48,225,0.2933,0.2580063145109589,-2.0605,-93.85
PAXGUSDT,3.0,1.5,0.52,148,0.3176,0.2469435402139257,-2.5764,-74.93
PAXGUSDT,3.0,1.5,0.56,87,0.2874,0.17537487756072964,-3.0494,-56.47
PAXGUSDT,4.0,1.5,0.36,291,0.2749,0.3689226703062996,-1.8286,-105.01
PAXGUSDT,4.0,1.5,0.4,198,0.2828,0.31424372010091817,-2.2083,-87.54
PAXGUSDT,4.0,1.5,0.44,124,0.2903,0.3086166297439241,-2.7631,-65.77
PAXGUSDT,4.0,1.5,0.48,71,0.2394,0.17257585849757845,-3.6092,-56.13
PAXGUSDT,4.0,1.5,0.52,28,0.3929,0.3398015029124545,-2.9545,-15.3
PAXGUSDT,4.0,1.5,0.56,8,0.625,0.3064971777716397,-3.563,-5.07
PENDLEUSDT,1.5,1.0,0.36,2245,0.4196,0.7383603888294273,-0.1994,-667.55
PENDLEUSDT,1.5,1.0,0.4,2110,0.427,0.7506021024230114,-0.1896,-587.46
PENDLEUSDT,1.5,1.0,0.44,680,0.4279,0.5728559568247541,-0.398,-421.22
PENDLEUSDT,1.5,1.0,0.48,188,0.4149,0.38296741243670773,-0.841,-249.46
PENDLEUSDT,1.5,1.0,0.52,60,0.4167,0.24609865803397532,-1.874,-171.23
PENDLEUSDT,1.5,1.0,0.56,21,0.4762,0.1638335091336368,-1.5708,-87.29
PENDLEUSDT,2.0,1.0,0.36,747,0.4016,0.6636118283844585,-0.3112,-354.92
PENDLEUSDT,2.0,1.0,0.4,184,0.3859,0.379087094817266,-0.966,-282.61
